total_hours,subjects_covered,study_days,avg_prod,consistency,readiness
13.887909851975273,3,6,4.240175915524994,0.8571428571428571,100
26.948649197483476,8,7,2.00990260279274,1.0,100
18.427520641023236,7,6,2.857998801518216,0.8571428571428571,100
26.827638022457965,6,7,4.264194635028614,1.0,100
30.00264254785574,4,3,4.310802932285888,0.42857142857142855,100
35.29429257344592,8,6,4.427907999603936,0.8571428571428571,100
16.259603338132457,2,7,4.192589595314219,1.0,100
16.153325613974406,4,6,2.7614330779980234,0.8571428571428571,100
18.748274114965323,8,3,2.112848024296889,0.42857142857142855,100
7.9221728773179,1,5,2.372867655012622,0.7142857142857143,85
26.306521853686853,2,7,3.7763544587952182,1.0,100
5.017142503960601,3,3,4.018817509557136,0.42857142857142855,100
29.251552817954163,5,7,3.576110421981247,1.0,100
34.68312568708671,5,6,4.155972563253705,0.8571428571428571,100
25.768517890246862,4,3,3.725776720884341,0.42857142857142855,100
19.320843025778,1,5,3.91605615952618,0.7142857142857143,100
15.460713922002308,6,3,3.5048510469934993,0.42857142857142855,100
24.141332207966364,2,6,4.406673473369764,0.8571428571428571,100
5.376417193037803,6,5,4.266035659365059,0.7142857142857143,100
37.72063026839345,6,5,3.224010520519073,0.7142857142857143,100
7.700648225968441,1,5,2.95774565835263,0.7142857142857143,97
16.642640658463446,4,6,2.3584549489878546,0.8571428571428571,100
29.951467433794008,8,7,2.1420201481411794,1.0,100
14.246201830286859,4,7,2.818154147727919,1.0,100
32.64743266210591,4,6,3.701096759424199,0.8571428571428571,100
25.274928769271686,1,3,2.200964243510036,0.42857142857142855,99
14.339651190862675,8,5,4.499194143866585,0.7142857142857143,100
9.157980528684497,7,6,2.77310079723846,0.8571428571428571,100
9.810631882537049,3,5,3.0565101114074964,0.7142857142857143,100
24.98867850665787,8,4,4.152111372495277,0.5714285714285714,100
17.27004651631787,7,7,2.884090603259903,1.0,100
7.322802394874094,6,7,2.4493646088715817,1.0,100
20.924833676365164,8,6,3.517889201651802,0.8571428571428571,100
15.797385780660125,7,7,3.4185950280318345,1.0,100
21.554567533076742,8,3,2.458819771225209,0.42857142857142855,100
19.23287133054554,4,4,3.2072072384723143,0.5714285714285714,100
15.940804965750017,3,5,3.8905494610055475,0.7142857142857143,100
28.647346876585928,7,4,2.0636191308576133,0.5714285714285714,100
9.656733462175362,4,5,3.490624799880931,0.7142857142857143,100
19.134302022257557,8,4,2.6289075109456257,0.5714285714285714,100
32.43674356562351,2,7,2.722610512382071,1.0,100
24.486780434197026,2,6,2.8699400105666455,0.8571428571428571,100
25.90217014134,7,3,2.9976169766655323,0.42857142857142855,100
25.378028505528086,8,5,3.33421564134128,0.7142857142857143,100
9.925345273329576,7,3,2.369542295253011,0.42857142857142855,100
11.906502160582242,4,7,2.0227306723925547,1.0,100
21.95899821625399,1,3,2.104180966787018,0.42857142857142855,92
30.13895664039274,8,4,4.489146068964349,0.5714285714285714,100
14.51117340722738,7,6,3.6700076399722286,0.8571428571428571,100
15.2687949535618,1,6,2.6630587888007162,0.8571428571428571,100
33.57249771918265,1,7,3.7400643423484854,1.0,100
37.364700355266514,3,3,3.3294177950735975,0.42857142857142855,100
13.611960125332676,5,6,4.432235486970903,0.8571428571428571,100
20.677455133830517,4,5,3.395037053346882,0.7142857142857143,100
35.467859715757314,6,4,2.633533171457943,0.5714285714285714,100
17.20901499882715,7,4,2.823054275886823,0.5714285714285714,100
33.92694977992393,8,4,3.6821649824004608,0.5714285714285714,100
34.96122571869678,4,6,3.641543138758437,0.8571428571428571,100
32.389328527693365,3,4,2.8242413747985493,0.5714285714285714,100
32.08721970792389,1,6,2.36684797352797,0.8571428571428571,100
35.87231370852484,5,6,4.141165527048405,0.8571428571428571,100
11.663249439451272,5,6,4.308194698547764,0.8571428571428571,100
18.506423353235977,7,6,3.4418287433575845,0.8571428571428571,100
14.827347770767583,8,4,4.261486104109324,0.5714285714285714,100
8.983973056552355,2,6,3.170897957023333,0.8571428571428571,100
16.54221857479343,4,7,2.8412274599157046,1.0,100
17.838437763332593,8,7,2.5196045744135427,1.0,100
31.46126641629385,1,6,3.2566016225115226,0.8571428571428571,100
29.185639443555193,7,4,2.054164828738064,0.5714285714285714,100
13.5485794719773,6,3,3.6414813497522136,0.42857142857142855,100
25.754482281275205,7,4,4.110929181474205,0.5714285714285714,100
16.314466515703696,5,5,3.4832341061880197,0.7142857142857143,100
14.628608813813683,1,4,3.2288191224529186,0.5714285714285714,100
38.6130712248711,6,7,2.3668928405648555,1.0,100
35.55312574397097,4,6,2.9828512446941753,0.8571428571428571,100
5.356116967632176,7,4,3.985109299372373,0.5714285714285714,100
10.565361687076084,1,6,3.4443608577251252,0.8571428571428571,100
16.78752125341672,4,6,4.152067261366736,0.8571428571428571,100
13.456060817180758,8,3,3.0703434914851533,0.42857142857142855,100
26.56443970906061,6,7,4.031003178696055,1.0,100
